100;739;588
100;1055;650
100;1064;663
100;923;618
100;931;682
100;1158;780
100;727;733
100;893;641
100;863;762
100;663;602
100;882;633
100;944;716
100;987;778
100;1127;750
100;643;647
100;948;704
100;869;713
100;766;693
100;1128;752
100;1246;796
100;927;660
100;655;635
100;797;665
100;1006;727
100;948;645
100;1025;803
100;782;656
100;714;586
100;861;647
100;731;639
100;814;694
100;1059;767
100;772;698
100;820;622
100;1091;661
100;1076;736
100;968;653
100;893;611
100;938;710
100;969;690
100;590;643
100;1116;721
100;958;644
100;710;573
100;1122;858
100;1190;707
100;928;694
100;742;674
100;724;567
100;920;709
100;897;677
100;708;660
100;828;647
100;1179;691
100;655;569
100;695;609
100;716;601
100;708;681
100;748;660
100;748;599
100;1190;677
100;654;662
100;771;631
100;753;662
100;1122;822
100;964;662
100;1111;674
100;1200;729
100;969;700
100;900;727
100;709;634
100;1515;874
100;757;590
100;778;612
100;971;692
100;905;679
100;684;678
100;814;671
100;614;723
100;1012;777
100;948;694
100;1012;705
100;697;689
100;1231;706
100;792;717
100;889;689
100;829;713
100;770;712
100;695;607
100;900;628
100;1100;662
100;932;711
100;690;608
100;825;614
100;935;661
100;863;680
100;802;732
100;1101;688
100;867;669
100;849;688
200;2077;1512
200;2591;1851
200;1887;1653
200;3015;1780
200;2470;1733
200;2013;1763
200;1526;1690
200;2119;1625
200;1672;1699
200;1706;1619
200;2734;1676
200;1568;1710
200;2370;1770
200;2214;1622
200;2267;1491
200;1903;1447
200;2003;1559
200;1882;1692
200;2255;1763
200;2200;1579
200;2040;1478
200;1813;1590
200;1860;1508
200;2010;1552
200;2177;1551
200;2131;1675
200;2107;1503
200;2190;1645
200;1820;1582
200;1691;1517
200;2529;1758
200;1953;1579
200;2508;1740
200;1678;1561
200;2159;1756
200;1914;1781
200;1712;1505
200;2181;1553
200;2130;1716
200;1972;1464
200;1953;1890
200;2179;1702
200;2424;1718
200;1988;1671
200;2138;1477
200;3329;1923
200;1623;1565
200;3073;1882
200;1938;1640
200;1932;1541
200;2064;1550
200;1682;1580
200;1672;2048
200;2076;1558
200;1917;1767
200;1891;1817
200;2333;1640
200;2194;1568
200;1719;1694
200;2366;1610
200;1948;1626
200;2262;1566
200;1741;1667
200;2040;1496
200;1749;1591
200;1691;1572
200;2340;1498
200;2309;1614
200;1761;1593
200;2006;1569
200;2312;1776
200;2066;1557
200;1640;1592
200;2581;1860
200;2118;1489
200;2006;1722
200;2148;1647
200;1849;1451
200;2091;1505
200;1841;1588
200;2232;1576
200;2374;1609
200;2354;1727
200;2343;1671
200;1702;1618
200;2212;1605
200;1798;1556
200;2353;1594
200;1785;1539
200;2216;1915
200;1929;1545
200;2103;1566
200;2793;1842
200;2243;1741
200;2317;1675
200;2798;1650
200;3342;1843
200;1839;1571
200;2146;1664
200;2762;1669
300;3844;2823
300;2639;2699
300;3787;2610
300;3698;2701
300;3405;2741
300;4201;2689
300;4198;2890
300;2862;2579
300;3263;2464
300;3482;2542
300;5130;3370
300;5033;3052
300;3493;2516
300;3583;2604
300;3669;2580
300;4603;2786
300;3438;2621
300;3372;2647
300;4373;2797
300;2960;2695
300;3358;2494
300;3322;2691
300;4114;2629
300;2993;2633
300;3762;2574
300;4243;2919
300;3808;2687
300;4142;2861
300;3305;2465
300;4424;2915
300;3104;2525
300;3545;2682
300;2732;2633
300;4268;3082
300;2986;2619
300;3181;2629
300;3189;2490
300;3673;2882
300;3708;2518
300;4178;2645
300;3833;2536
300;3366;2684
300;3444;2814
300;3121;2893
300;3126;2524
300;3836;2670
300;5019;2846
300;3792;2680
300;4039;2613
300;2971;2441
300;4035;3059
300;3636;2761
300;4342;3002
300;4220;2709
300;3603;2574
300;3846;2511
300;3478;2555
300;3338;2660
300;3223;2730
300;3535;2587
300;3744;2577
300;4463;2761
300;3213;2837
300;3207;2649
300;3868;2631
300;3508;2486
300;2803;2439
300;4260;2831
300;3317;2766
300;3716;2682
300;4480;2829
300;3122;2722
300;3478;2671
300;4919;3191
300;3673;2850
300;3044;2573
300;4140;2862
300;3026;2522
300;3208;2566
300;3263;2462
300;4333;2709
300;3414;2397
300;3566;2575
300;3263;2663
300;3563;2651
300;3178;2648
300;3407;2703
300;4165;2682
300;3280;2596
300;4083;2701
300;3258;2522
300;3120;2699
300;3521;2644
300;3479;2686
300;4810;2829
300;3506;2944
300;3893;2613
300;3040;2555
300;3930;2871
300;3773;2776
400;4383;3455
400;5018;3625
400;4955;4005
400;5141;3703
400;4002;3368
400;4787;3923
400;6113;3894
400;4527;3618
400;4842;3722
400;4641;3641
400;5093;3504
400;4402;3654
400;5952;3643
400;4316;3767
400;5019;3806
400;5465;4224
400;6260;3947
400;4729;3456
400;4185;3631
400;6231;4104
400;5289;3753
400;4281;3788
400;5113;4062
400;4915;3681
400;4885;3582
400;5135;3782
400;8906;4999
400;4244;3951
400;6037;3811
400;5454;3909
400;5716;4002
400;5397;3690
400;6329;4031
400;4833;3563
400;5444;3605
400;5727;3664
400;5779;4083
400;5486;3923
400;6712;4049
400;4424;3650
400;4995;3523
400;4816;3706
400;6026;3728
400;4362;3656
400;5679;4166
400;5782;4155
400;5917;3843
400;5065;3970
400;5537;3877
400;4367;3586
400;4769;3601
400;4074;3691
400;6107;3861
400;5220;3790
400;5589;3853
400;4529;3909
400;5174;4010
400;4975;3788
400;7018;4239
400;5201;3711
400;5177;3641
400;5517;4092
400;4603;3806
400;4445;3482
400;5189;3538
400;4726;3820
400;4745;3818
400;4809;3481
400;5109;3844
400;5113;3574
400;4680;3965
400;5113;4231
400;5209;4046
400;6289;4198
400;4484;3587
400;5984;3877
400;5618;4420
400;4471;4089
400;5411;3526
400;6026;4312
400;4944;3660
400;5833;3778
400;5542;3919
400;4930;3783
400;5210;3888
400;4708;3648
400;4866;3676
400;5500;3698
400;4674;3442
400;5034;4192
400;5080;3757
400;5002;3805
400;4201;3765
400;4904;3669
400;5613;3597
400;5603;4234
400;4677;4082
400;4430;3443
400;5760;3669
400;4045;3979
500;5463;4587
500;6229;4793
500;5898;4728
500;5512;4858
500;7380;5108
500;7027;4708
500;7415;5125
500;8401;5249
500;6571;4513
500;6462;5194
500;6218;5086
500;7892;4970
500;6580;4874
500;6465;4877
500;6469;4823
500;6886;4857
500;6058;4671
500;8175;5391
500;7146;5197
500;7300;4783
500;5314;4939
500;6195;5551
500;6103;5201
500;5216;4856
500;6685;4936
500;7701;5270
500;6870;5137
500;8410;5063
500;5762;4778
500;6154;4594
500;5043;4640
500;6928;5075
500;7257;5189
500;5488;4931
500;5384;5267
500;7915;4750
500;7569;4652
500;7512;5094
500;6434;4781
500;5675;4589
500;6265;4565
500;5124;4741
500;6039;5494
500;5721;4559
500;6714;4824
500;6618;4861
500;6569;5125
500;6725;4572
500;5856;4613
500;8206;5015
500;7373;4908
500;6443;4790
500;6923;4722
500;6956;5498
500;7825;5010
500;5736;4807
500;6992;4485
500;6845;5012
500;8778;5716
500;7112;4988
500;5206;5066
500;5740;5007
500;7790;4914
500;5934;4852
500;6901;4775
500;6722;4844
500;6943;4616
500;7488;4644
500;6901;4769
500;6150;4708
500;6681;5044
500;5601;4386
500;6462;4745
500;7878;5294
500;7641;4948
500;6726;5376
500;6553;4581
500;8212;5187
500;8804;5388
500;6793;5239
500;7636;4830
500;6908;4854
500;6717;4742
500;6426;4513
500;8635;5366
500;7352;4779
500;6132;5100
500;5757;5014
500;6884;4831
500;5317;4305
500;7111;4999
500;6081;4603
500;6083;4948
500;6585;5330
500;6485;4710
500;6261;4910
500;6118;4685
500;7454;4914
500;7627;4968
500;6117;4514
600;7849;6017
600;8431;6339
600;6988;5976
600;9151;6106
600;7617;5821
600;8682;5845
600;8296;6562
600;9134;6599
600;9656;6248
600;10109;6112
600;8169;5447
600;8125;5895
600;8501;5867
600;9900;6234
600;7441;6539
600;9930;6279
600;8633;6514
600;9784;7223
600;6879;5876
600;8526;5936
600;9350;6055
600;7923;6435
600;8030;6051
600;9862;6139
600;7428;5853
600;7347;6538
600;8428;6240
600;10284;6570
600;8994;6029
600;8375;6267
600;7435;6032
600;7172;6494
600;7963;6365
600;8420;5823
600;7034;6211
600;8905;5990
600;10034;6438
600;8594;6145
600;8824;5846
600;10681;6770
600;9760;6317
600;9512;6304
600;8133;6125
600;8144;5646
600;7872;5845
600;9075;6322
600;7791;5723
600;6772;6280
600;8785;6407
600;8047;5737
600;6925;6071
600;9245;6351
600;8163;6070
600;10814;7459
600;9875;6855
600;7658;6172
600;7378;5460
600;8285;5916
600;8540;6025
600;8471;6258
600;7862;6154
600;7067;5516
600;7551;5555
600;9728;6460
600;7340;6481
600;8723;6473
600;6578;6500
600;7559;6035
600;8492;5965
600;7432;5832
600;8124;5770
600;8490;6545
600;7287;5666
600;9013;6083
600;7720;5535
600;8570;6537
600;8123;6175
600;8760;6238
600;8149;6305
600;8887;6366
600;8430;6361
600;7490;6877
600;7710;5754
600;8068;5884
600;7942;6274
600;9481;6259
600;8648;6907
600;7381;6130
600;9360;6202
600;8198;6212
600;7480;5768
600;7190;5989
600;7144;5986
600;7676;6949
600;8070;6761
600;8698;6102
600;8211;6213
600;9262;6110
600;9502;6500
600;10184;6330
700;10532;7322
700;11446;7451
700;10869;7676
700;11015;7348
700;10226;7246
700;9038;7197
700;12536;7847
700;8559;7220
700;10585;7671
700;10424;7334
700;9186;7374
700;10061;7135
700;9159;6933
700;9668;7346
700;10415;7276
700;10407;7398
700;9849;7190
700;10651;7227
700;10262;7306
700;10830;7538
700;11302;7695
700;8910;7659
700;11175;7840
700;9809;7471
700;8695;7367
700;9995;7198
700;10551;7237
700;11261;8801
700;11682;7698
700;9330;6742
700;9031;6980
700;9724;7422
700;10713;7407
700;10587;8180
